,num_critic_for_reviews,duration,director_facebook_likes,actor_3_facebook_likes,actor_2_name,actor_1_facebook_likes,gross,actor_1_name,movie_title,num_voted_users,cast_total_facebook_likes,actor_3_name,facenumber_in_poster,num_user_for_reviews,language,country,content_rating,budget,title_year,actor_2_facebook_likes,imdb_score,movie_facebook_likes,rating,G,Other,PG,PG-13,R,yr_old
478,152.0,89.0,266.0,859.0,Adam Sandler,12000.0,169692572.0,Steve Buscemi,Hotel Transylvania 2 ,56501,26839,Fran Drescher,0.0,97.0,English,USA,PG,80000000.0,2015.0,11000.0,6.7,16000,PG,0,0,1,0,0,1.0
480,129.0,74.0,11.0,62.0,Penn Jillette,340.0,60507228.0,Quincy Jones,Fantasia 2000 ,27543,814,Russi Taylor,0.0,186.0,English,USA,G,80000000.0,1999.0,243.0,7.3,607,G,1,0,0,0,0,17.0
481,124.0,96.0,25.0,102.0,Alan Young,891.0,56684819.0,Mark Addy,The Time Machine ,103787,1919,Josh Stamberg,0.0,615.0,English,USA,PG-13,80000000.0,2002.0,639.0,5.9,3000,PG-13,0,0,0,1,0,14.0
482,35.0,114.0,31.0,372.0,Mika Boorem,9000.0,50628009.0,Charlize Theron,Mighty Joe Young ,22955,10731,David Paymer,0.0,88.0,English,USA,PG,90000000.0,1998.0,496.0,5.6,0,PG,0,0,1,0,0,18.0
483,166.0,99.0,57.0,820.0,Don Cheadle,20000.0,69772969.0,Hugh Jackman,Swordfish ,155532,25942,Sam Shepard,4.0,543.0,English,USA,R,80000000.0,2001.0,3000.0,6.5,0,R,0,0,0,0,1,15.0
484,137.0,129.0,258.0,163.0,Nick Chinlund,2000.0,45356386.0,Michael Emerson,The Legend of Zorro ,71574,2864,Adrian Alonso,1.0,244.0,Spanish,USA,PG,75000000.0,2005.0,277.0,5.9,951,PG,0,0,1,0,0,11.0
485,121.0,113.0,25.0,129.0,Annabella Sciorra,49000.0,55350897.0,Robin Williams,What Dreams May Come ,83560,49631,Rosalind Chao,1.0,619.0,English,USA,PG-13,85000000.0,1998.0,448.0,7.0,32000,PG-13,0,0,0,1,0,18.0
486,87.0,90.0,65.0,658.0,Jon Lovitz,11000.0,39442871.0,Adam Sandler,Little Nicky ,80639,25190,Michael McKean,0.0,237.0,English,USA,PG-13,80000000.0,2000.0,11000.0,5.3,0,PG-13,0,0,0,1,0,16.0
487,233.0,118.0,0.0,871.0,Heath Ledger,13000.0,37899638.0,Matt Damon,The Brothers Grimm ,98472,27114,Mackenzie Crook,2.0,492.0,English,USA,PG-13,88000000.0,2005.0,13000.0,5.9,0,PG-13,0,0,0,1,0,11.0
490,95.0,117.0,93.0,904.0,Harold Perrineau,12000.0,27779888.0,Anthony Hopkins,The Edge ,55913,14831,Bart the Bear,2.0,182.0,English,USA,R,36998505.3,1997.0,1000.0,6.9,0,R,0,0,0,0,1,19.0
491,258.0,89.0,84.0,1000.0,Devin Ratray,13000.0,38542418.0,Bruce Willis,Surrogates ,151424,18132,Boris Kodjoe,5.0,252.0,English,USA,PG-13,80000000.0,2009.0,1000.0,6.3,0,PG-13,0,0,0,1,0,7.0
492,162.0,145.0,79.0,183.0,Jon Foster,981.0,34566746.0,Bruce Greenwood,Thirteen Days ,45231,1825,Bruce Thomas,1.0,315.0,English,USA,PG-13,80000000.0,2000.0,274.0,7.3,0,PG-13,0,0,0,1,0,16.0
494,113.0,87.0,43.0,210.0,Tiya Sircar,882.0,36073232.0,Charlie Rowe,Walking with Dinosaurs 3D ,8913,1971,Madison Rothschild,0.0,66.0,English,USA,PG,80000000.0,2013.0,396.0,5.2,0,PG,0,0,1,0,0,3.0
495,174.0,119.0,64.0,41.0,Michael Byrne,743.0,21471685.0,Richard Tyson,Battlefield Earth ,65464,971,John Topor,0.0,1308.0,English,USA,PG-13,44000000.0,2000.0,117.0,2.4,0,PG-13,0,0,0,1,0,16.0
497,205.0,118.0,252.0,30.0,Elio Germano,529.0,19673424.0,Fergie,Nine ,37446,619,Andrea Di Stefano,4.0,232.0,English,USA,PG-13,80000000.0,2009.0,48.0,5.8,0,PG-13,0,0,0,1,0,7.0
498,123.0,116.0,503.0,982.0,Gerard Butler,23000.0,19480739.0,Paul Walker,Timeline ,53057,43887,Ethan Embry,0.0,457.0,English,USA,PG-13,80000000.0,2003.0,18000.0,5.6,0,PG-13,0,0,0,1,0,13.0
499,79.0,177.0,0.0,582.0,Brian Anthony Wilson,766.0,17593391.0,Olivia Williams,The Postman ,56403,4346,Larenz Tate,1.0,376.0,English,USA,R,80000000.0,1997.0,674.0,6.0,0,R,0,0,0,0,1,19.0
501,202.0,106.0,42.0,612.0,Joseph Gilgun,14000.0,27356090.0,Vin Diesel,The Last Witch Hunter ,58752,16922,Lotte Verbeek,0.0,117.0,English,USA,PG-13,90000000.0,2015.0,788.0,6.0,21000,PG-13,0,0,0,1,0,1.0
502,145.0,106.0,14.0,0.0,Val Kilmer,2.0,17473245.0,Bob Neill,Red Planet ,47612,2,Tom Sizemore,1.0,348.0,English,USA,PG-13,70000000.0,2000.0,0.0,5.7,995,PG-13,0,0,0,1,0,16.0
508,205.0,135.0,2000.0,535.0,Austin Pendleton,1000.0,170708996.0,Adam Goldberg,A Beautiful Mind ,610568,2827,Judd Hirsch,0.0,1171.0,English,USA,PG-13,58000000.0,2001.0,592.0,8.2,29000,PG-13,0,0,0,1,0,15.0
510,178.0,94.0,62.0,722.0,Dwayne Johnson,14000.0,103812241.0,Josh Hutcherson,Journey 2: The Mysterious Island ,67296,27842,Kristin Davis,3.0,133.0,English,USA,PG,79000000.0,2012.0,12000.0,5.8,0,PG,0,0,1,0,0,4.0
511,169.0,95.0,18.0,18.0,Khamani Griffin,622.0,119793567.0,Will Forte,Cloudy with a Chance of Meatballs 2 ,64387,848,Melissa Sturm,0.0,85.0,English,USA,PG,78000000.0,2013.0,161.0,6.5,15000,PG,0,0,1,0,0,3.0
513,140.0,136.0,394.0,1000.0,Viggo Mortensen,24000.0,67286731.0,J.K. Simmons,Hidalgo ,67856,36925,Peter Mensah,1.0,345.0,English,USA,PG-13,100000000.0,2004.0,10000.0,6.7,0,PG-13,0,0,0,1,0,12.0
514,156.0,91.0,221.0,553.0,Adam Sandler,14000.0,74158157.0,Al Pacino,Jack and Jill ,60370,27405,Tim Meadows,2.0,264.0,English,USA,PG,79000000.0,2011.0,11000.0,3.4,0,PG,0,0,1,0,0,5.0
515,150.0,107.0,309.0,771.0,Cole Hauser,23000.0,127083765.0,Paul Walker,2 Fast 2 Furious ,191912,25296,Mo Gallini,5.0,370.0,English,USA,PG-13,76000000.0,2003.0,787.0,5.9,0,PG-13,0,0,0,1,0,13.0
517,232.0,99.0,101.0,327.0,Veronica Cartwright,1000.0,15071514.0,Roger Rees,The Invasion ,65037,2323,Jeremy Northam,2.0,273.0,English,USA,PG-13,80000000.0,2007.0,422.0,5.9,0,PG-13,0,0,0,1,0,9.0
518,49.0,92.0,5.0,924.0,Janeane Garofalo,22000.0,26000610.0,Robert De Niro,The Adventures of Rocky & Bullwinkle ,16611,28050,Jonathan Winters,0.0,197.0,English,USA,PG,76000000.0,2000.0,1000.0,4.1,413,PG,0,0,1,0,0,16.0
520,202.0,110.0,45.0,845.0,Max Ryan,1000.0,66462600.0,Jason Flemyng,The League of Extraordinary Gentlemen ,141533,4714,Tony Curran,3.0,786.0,English,USA,PG-13,78000000.0,2003.0,872.0,5.8,0,PG-13,0,0,0,1,0,13.0
521,306.0,98.0,275.0,1000.0,Miranda Cosgrove,7000.0,368049635.0,Steve Carell,Despicable Me 2 ,286877,11905,Steve Coogan,0.0,284.0,English,USA,PG,76000000.0,2013.0,2000.0,7.5,56000,PG,0,0,1,0,0,3.0
523,177.0,129.0,14000.0,227.0,Richard Schiff,610.0,229074524.0,Ariana Richards,The Lost World: Jurassic Park ,278362,1635,Vanessa Lee Chester,0.0,552.0,English,USA,PG-13,73000000.0,1997.0,506.0,6.5,0,PG-13,0,0,0,1,0,19.0
524,181.0,86.0,35.0,179.0,Cedric the Entertainer,851.0,193136719.0,Jada Pinkett Smith,Madagascar ,266636,1777,Andy Richter,0.0,385.0,English,USA,PG,75000000.0,2005.0,436.0,6.9,0,PG,0,0,1,0,0,11.0
525,372.0,109.0,0.0,18.0,Danny Huston,16000.0,35286428.0,Charlie Hunnam,Children of Men ,361767,16479,Rita Davies,0.0,1206.0,English,USA,R,76000000.0,2006.0,430.0,7.9,17000,R,0,0,0,0,1,10.0
526,290.0,104.0,0.0,505.0,Tyler Mane,20000.0,157299717.0,Hugh Jackman,X-Men ,452928,21397,Bruce Davison,0.0,1401.0,English,USA,PG-13,75000000.0,2000.0,764.0,7.4,0,PG-13,0,0,0,1,0,16.0
527,316.0,110.0,335.0,988.0,Morgan Freeman,11000.0,134568845.0,Angelina Jolie Pitt,Wanted ,299852,25763,Common,0.0,713.0,English,USA,R,75000000.0,2008.0,11000.0,6.7,0,R,0,0,0,0,1,8.0
529,164.0,115.0,107.0,241.0,Ray Romano,835.0,195329763.0,Denis Leary,Ice Age: The Meltdown ,194249,1815,Jay Leno,0.0,253.0,English,USA,PG,80000000.0,2006.0,590.0,6.9,0,PG,0,0,1,0,0,10.0
530,147.0,99.0,88.0,328.0,Peter Dante,11000.0,120776832.0,Adam Sandler,50 First Dates ,266103,12952,Allen Covert,2.0,456.0,English,USA,PG-13,75000000.0,2004.0,427.0,6.8,11000,PG-13,0,0,0,1,0,12.0
531,219.0,117.0,163.0,260.0,Elijah Kelley,719.0,118823091.0,Jerry Stiller,Hairspray ,98693,1673,Paul Dooley,9.0,401.0,English,USA,PG,75000000.0,2007.0,339.0,6.7,0,PG,0,0,1,0,0,9.0
532,167.0,125.0,212.0,394.0,Alan Ford,613.0,41814863.0,James D'Arcy,Exorcist: The Beginning ,28635,1970,Izabella Scorupco,0.0,308.0,English,USA,R,50000000.0,2004.0,422.0,5.1,893,R,0,0,0,0,1,12.0
533,70.0,110.0,16.0,692.0,Rene Auberjonois,2000.0,97360069.0,Matthew Broderick,Inspector Gadget ,36491,5320,Rupert Everett,0.0,231.0,English,USA,PG,75000000.0,1999.0,710.0,4.1,509,PG,0,0,1,0,0,17.0
534,384.0,125.0,255.0,963.0,Common,11000.0,117698894.0,Morgan Freeman,Now You See Me ,447979,13312,Michael Kelly,6.0,629.0,English,USA,PG-13,75000000.0,2013.0,988.0,7.3,105000,PG-13,0,0,0,1,0,3.0
535,179.0,102.0,221.0,4000.0,Adam Sandler,12000.0,162001186.0,Steve Buscemi,Grown Ups ,181443,28497,Salma Hayek,4.0,311.0,English,USA,PG-13,80000000.0,2010.0,11000.0,6.0,12000,PG-13,0,0,0,1,0,6.0
536,151.0,128.0,14000.0,232.0,Chi McBride,15000.0,77032279.0,Tom Hanks,The Terminal ,303864,16199,Barry Shabaka Henley,0.0,596.0,English,USA,PG-13,60000000.0,2004.0,466.0,7.3,16000,PG-13,0,0,0,1,0,12.0
538,107.0,100.0,87.0,446.0,Kevin Dillon,3000.0,73023275.0,Don Cheadle,Hotel for Dogs ,16271,5174,Yvette Nicole Brown,4.0,57.0,English,USA,PG,35000000.0,2009.0,576.0,5.4,1000,PG,0,0,1,0,0,7.0
539,134.0,124.0,258.0,748.0,Scott Glenn,867.0,68473360.0,Nicholas Lea,Vertical Limit ,49536,3424,Ben Mendelsohn,0.0,379.0,English,USA,PG-13,75000000.0,2000.0,826.0,5.9,0,PG-13,0,0,0,1,0,16.0
540,269.0,102.0,0.0,15000.0,Tom Hanks,22000.0,66636385.0,Philip Seymour Hoffman,Charlie Wilson's War ,88451,60646,Jud Tylor,1.0,289.0,English,USA,R,75000000.0,2007.0,15000.0,7.1,0,R,0,0,0,0,1,9.0
541,143.0,90.0,10.0,11000.0,Martin Scorsese,22000.0,160762022.0,Robert De Niro,Shark Tale ,132415,63165,Angelina Jolie Pitt,0.0,288.0,English,USA,PG,75000000.0,2004.0,17000.0,6.0,0,PG,0,0,1,0,0,12.0
542,241.0,130.0,386.0,525.0,Jennifer Hudson,912.0,103338338.0,Loretta Devine,Dreamgirls ,55901,2856,Anika Noni Rose,0.0,503.0,English,USA,PG-13,70000000.0,2006.0,549.0,6.5,0,PG-13,0,0,0,1,0,10.0
544,161.0,118.0,473.0,680.0,Christina Milian,12000.0,55808744.0,Dwayne Johnson,Be Cool ,59435,15889,Debi Mazar,4.0,323.0,English,USA,PG-13,53000000.0,2005.0,1000.0,5.7,0,PG-13,0,0,0,1,0,11.0
546,89.0,142.0,845.0,787.0,Tom Skerritt,13000.0,43426961.0,Bruce Willis,Tears of the Sun ,93494,16580,Cole Hauser,1.0,394.0,English,USA,R,70000000.0,2003.0,1000.0,6.6,0,R,0,0,0,0,1,13.0
547,140.0,100.0,126.0,925.0,Lisa Ann Walter,19000.0,47000485.0,Tom Selleck,Killers ,72867,25206,Catherine O'Hara,2.0,120.0,English,USA,PG-13,75000000.0,2010.0,1000.0,5.4,0,PG-13,0,0,0,1,0,6.0
548,362.0,116.0,0.0,104.0,Elizabeth Debicki,15000.0,45434443.0,Henry Cavill,The Man from U.N.C.L.E. ,175960,15735,Christian Berkel,2.0,360.0,English,USA,PG-13,75000000.0,2015.0,509.0,7.3,43000,PG-13,0,0,0,1,0,1.0
549,124.0,131.0,274.0,138.0,Paz Vega,11000.0,42044321.0,Adam Sandler,Spanglish ,65668,12522,Sarah Steele,2.0,342.0,English,USA,PG-13,80000000.0,2004.0,964.0,6.5,0,PG-13,0,0,0,1,0,12.0
550,190.0,91.0,27.0,925.0,Jon Heder,12000.0,73661010.0,Steve Buscemi,Monster House ,71137,17299,Catherine O'Hara,0.0,229.0,English,USA,PG,75000000.0,2006.0,970.0,6.6,0,PG,0,0,1,0,0,10.0
551,132.0,123.0,272.0,193.0,Brían F. O'Byrne,13000.0,41523271.0,Bruce Willis,Bandits ,57038,13934,Azura Skye,2.0,261.0,English,USA,PG-13,80000000.0,2001.0,450.0,6.6,0,PG-13,0,0,0,1,0,15.0
553,91.0,148.0,72.0,99.0,Geoffrey Palmer,582.0,39251128.0,Bai Ling,Anna and the King ,31080,804,Randall Duk Kim,2.0,217.0,English,USA,PG-13,75000000.0,1999.0,103.0,6.7,0,PG-13,0,0,0,1,0,17.0
554,284.0,110.0,763.0,222.0,Daniel Sharman,15000.0,83503161.0,Henry Cavill,Immortals ,138190,16691,Steve Byers,1.0,405.0,English,USA,R,75000000.0,2011.0,1000.0,6.1,30000,R,0,0,0,0,1,5.0
555,152.0,113.0,17.0,759.0,Bruce Willis,87000.0,34636443.0,Jimmy Bennett,Hostage ,93790,103354,Ransford Doherty,0.0,288.0,English,USA,R,52000000.0,2005.0,13000.0,6.6,0,R,0,0,0,0,1,11.0
556,131.0,94.0,383.0,886.0,Janeane Garofalo,13000.0,22751979.0,Matt Damon,Titan A.E. ,52244,15857,Nathan Lane,0.0,377.0,English,USA,PG,75000000.0,2000.0,1000.0,6.6,0,PG,0,0,1,0,0,16.0
557,132.0,116.0,41.0,541.0,Bruce Greenwood,11000.0,30013346.0,Harrison Ford,Hollywood Homicide ,31293,14028,Lena Olin,2.0,254.0,English,USA,PG-13,75000000.0,2003.0,982.0,5.3,648,PG-13,0,0,0,1,0,13.0
560,74.0,93.0,253.0,637.0,Bridget Fonda,3000.0,5409517.0,Brendan Fraser,Monkeybone ,14280,5580,Megan Mullally,0.0,171.0,English,USA,PG-13,75000000.0,2001.0,889.0,4.7,683,PG-13,0,0,0,1,0,15.0
561,114.0,113.0,212.0,568.0,Tony Curran,2000.0,21009180.0,Dennis Quaid,Flight of the Phoenix ,45815,4397,Miranda Otto,4.0,222.0,English,USA,PG-13,45000000.0,2004.0,845.0,6.1,1000,PG-13,0,0,0,1,0,12.0
562,294.0,106.0,0.0,963.0,Bruce Willis,18000.0,94999143.0,Robin Wright,Unbreakable ,245152,33645,Michael Kelly,0.0,1344.0,English,USA,PG-13,75000000.0,2000.0,13000.0,7.2,0,PG-13,0,0,0,1,0,16.0
563,308.0,91.0,22.0,1000.0,Jon Hamm,7000.0,336029560.0,Steve Carell,Minions ,142403,13616,Steve Coogan,0.0,275.0,English,USA,PG,74000000.0,2015.0,4000.0,6.4,70000,PG,0,0,1,0,0,1.0
564,435.0,128.0,0.0,826.0,Abbie Cornish,4000.0,36381716.0,Jon Hamm,Sucker Punch ,197584,7067,Scott Glenn,4.0,918.0,English,USA,PG-13,82000000.0,2011.0,2000.0,6.1,42000,PG-13,0,0,0,1,0,5.0
565,117.0,98.0,0.0,697.0,Mike Starr,12000.0,55585389.0,Nicolas Cage,Snake Eyes ,64121,15269,John Heard,1.0,241.0,English,USA,R,69000000.0,1998.0,854.0,5.9,880,R,0,0,0,0,1,18.0
566,108.0,134.0,272.0,215.0,James Pickens Jr.,548.0,36976367.0,Peter Coyote,Sphere ,81611,1044,Huey Lewis,3.0,274.0,English,USA,PG-13,75000000.0,1998.0,270.0,6.0,0,PG-13,0,0,0,1,0,18.0
567,141.0,97.0,6.0,415.0,Josh Gad,22000.0,107225164.0,Peter Dinklage,The Angry Birds Movie ,27130,24350,Keegan-Michael Key,0.0,126.0,English,USA,PG,73000000.0,2016.0,1000.0,6.3,14000,PG,0,0,1,0,0,0.0
568,176.0,112.0,72.0,715.0,Ray Winstone,11000.0,70224196.0,Matthew McConaughey,Fool's Gold ,59352,13827,Alexis Dziena,0.0,138.0,English,USA,PG-13,70000000.0,2008.0,1000.0,5.6,0,PG-13,0,0,0,1,0,8.0
569,230.0,153.0,0.0,130.0,RZA,11000.0,51814190.0,Adam Sandler,Funny People ,100837,11852,Maude Apatow,1.0,301.0,English,USA,R,75000000.0,2009.0,561.0,6.4,0,R,0,0,0,0,1,7.0
570,234.0,110.0,532.0,461.0,Frances Fisher,3000.0,47456450.0,Jennifer Garner,The Kingdom ,101386,5187,Tim McGraw,1.0,289.0,English,USA,R,70000000.0,2007.0,638.0,7.1,0,R,0,0,0,0,1,9.0
571,164.0,122.0,285.0,989.0,Leslie Bibb,8000.0,148213377.0,Will Ferrell,Talladega Nights: The Ballad of Ricky Bobby ,130776,12410,Gary Cole,5.0,437.0,English,USA,PG-13,73000000.0,2006.0,1000.0,6.6,0,PG-13,0,0,0,1,0,10.0
572,91.0,87.0,41.0,574.0,Jeffrey Jones,1000.0,112950721.0,Raven-Symoné,Dr. Dolittle 2 ,33884,3287,Kevin Pollak,0.0,79.0,English,USA,PG,72000000.0,2001.0,692.0,4.6,266,PG,0,0,1,0,0,15.0
575,299.0,87.0,30.0,433.0,Yeardley Smith,745.0,183132370.0,Albert Brooks,The Simpsons Movie ,259083,3086,Marcia Wallace,0.0,763.0,English,USA,PG-13,75000000.0,2007.0,440.0,7.4,0,PG-13,0,0,0,1,0,9.0
576,128.0,152.0,0.0,745.0,Hal Holbrook,940.0,27796042.0,Martin Landau,The Majestic ,45031,4310,Jeffrey DeMunn,1.0,376.0,English,USA,PG,72000000.0,2001.0,826.0,6.9,0,PG,0,0,1,0,0,15.0
577,109.0,116.0,212.0,462.0,Estella Warren,13000.0,32616869.0,Sylvester Stallone,Driven ,34435,14780,Cristián de la Fuente,0.0,346.0,English,USA,PG-13,72000000.0,2001.0,658.0,4.5,886,PG-13,0,0,0,1,0,15.0
579,261.0,108.0,0.0,882.0,Judy Greer,3000.0,114195633.0,Bryce Dallas Howard,The Village ,193770,7273,William Hurt,0.0,2003.0,English,USA,PG-13,60000000.0,2004.0,2000.0,6.5,0,PG-13,0,0,0,1,0,12.0
580,73.0,85.0,84.0,595.0,Raven-Symoné,1000.0,144156464.0,Oliver Platt,Doctor Dolittle ,74343,4166,Peter Boyle,0.0,98.0,English,USA,PG-13,71500000.0,1998.0,1000.0,5.3,694,PG-13,0,0,0,1,0,18.0
581,208.0,106.0,0.0,242.0,Merritt Wever,710.0,227965690.0,Rory Culkin,Signs ,271592,1675,Cherry Jones,0.0,2335.0,English,USA,PG-13,72000000.0,2002.0,529.0,6.7,0,PG-13,0,0,0,1,0,14.0
582,205.0,93.0,80.0,48.0,Jennifer Saunders,692.0,436471036.0,Rupert Everett,Shrek 2 ,314630,1148,Conrad Vernon,1.0,483.0,English,USA,PG,150000000.0,2004.0,309.0,7.2,0,PG,0,0,1,0,0,12.0
583,256.0,117.0,487.0,769.0,Cheech Marin,1000.0,244052771.0,John Ratzenberger,Cars ,263853,4905,George Carlin,0.0,584.0,English,USA,G,120000000.0,2006.0,843.0,7.2,0,G,1,0,0,0,0,10.0
584,103.0,116.0,0.0,995.0,Christopher Meloni,8000.0,152149590.0,Julia Roberts,Runaway Bride ,74274,12790,Hector Elizondo,2.0,255.0,English,USA,PG,70000000.0,1999.0,3000.0,5.5,0,PG,0,0,1,0,0,17.0
585,191.0,132.0,357.0,212.0,Eve,14000.0,141204016.0,Vin Diesel,xXx ,142569,14790,Leila Arcieri,0.0,737.0,English,USA,PG-13,70000000.0,2002.0,223.0,5.8,10000,PG-13,0,0,0,1,0,14.0
586,147.0,92.0,5.0,726.0,Billy West,870.0,162495848.0,Tim Conway,The SpongeBob Movie: Sponge Out of Water ,34359,5217,Eddie Deezen,0.0,133.0,English,USA,PG,74000000.0,2015.0,861.0,6.0,16000,PG,0,0,1,0,0,1.0
588,486.0,153.0,16000.0,11000.0,Brad Pitt,13000.0,120523073.0,Michael Fassbender,Inglourious Basterds ,885175,36741,Christoph Waltz,1.0,1527.0,English,USA,R,75000000.0,2009.0,11000.0,8.3,42000,R,0,0,0,0,1,7.0
590,245.0,101.0,420.0,467.0,Rufus Sewell,12000.0,72660029.0,Dwayne Johnson,Hercules ,115687,16235,Ingrid Bolsø Berdal,0.0,269.0,English,USA,PG-13,100000000.0,2014.0,3000.0,6.0,21000,PG-13,0,0,0,1,0,2.0
592,144.0,117.0,69.0,1000.0,Josh Charles,10000.0,116643346.0,Jeremy Renner,S.W.A.T. ,119807,14486,LL Cool J,1.0,340.0,English,USA,PG-13,80000000.0,2003.0,1000.0,6.0,0,PG-13,0,0,0,1,0,13.0
594,153.0,141.0,488.0,509.0,Ivana Milicevic,10000.0,100614858.0,Tom Cruise,Vanilla Sky ,206776,11458,Noah Taylor,1.0,1248.0,English,USA,R,68000000.0,2001.0,834.0,6.9,0,R,0,0,0,0,1,15.0
595,284.0,110.0,0.0,559.0,Freddy Rodríguez,3000.0,42272747.0,Bryce Dallas Howard,Lady in the Water ,78635,5609,Bob Balaban,1.0,1040.0,English,USA,PG-13,70000000.0,2006.0,579.0,5.6,0,PG-13,0,0,0,1,0,10.0
596,247.0,109.0,545.0,727.0,Colin Salmon,886.0,80281096.0,Sanaa Lathan,AVP: Alien vs. Predator ,143628,3222,Raoul Bova,0.0,1283.0,English,USA,PG-13,60000000.0,2004.0,766.0,5.6,0,PG-13,0,0,0,1,0,12.0
597,107.0,88.0,84.0,1000.0,Bridgit Mendler,1000.0,219613391.0,Amy Poehler,Alvin and the Chipmunks: The Squeakquel ,31649,5227,Jesse McCartney,0.0,98.0,English,USA,PG,75000000.0,2009.0,1000.0,4.5,2000,PG,0,0,1,0,0,7.0
598,141.0,124.0,130.0,841.0,Marc Blucas,4000.0,78120196.0,Jon Hamm,We Were Soldiers ,103241,6181,Chris Klein,0.0,742.0,English,USA,R,75000000.0,2002.0,973.0,7.1,5000,R,0,0,0,0,1,14.0
599,358.0,119.0,845.0,992.0,Morgan Freeman,18000.0,98895417.0,Gerard Butler,Olympus Has Fallen ,203154,31782,Radha Mitchell,3.0,698.0,English,USA,R,70000000.0,2013.0,11000.0,6.5,45000,R,0,0,0,0,1,3.0
600,160.0,103.0,906.0,748.0,Jonathan Frakes,1000.0,70117571.0,LeVar Burton,Star Trek: Insurrection ,56741,6207,Michael Dorn,0.0,515.0,English,USA,PG,58000000.0,1998.0,906.0,6.4,1000,PG,0,0,1,0,0,18.0
601,355.0,116.0,473.0,464.0,Jim Parrack,833.0,83552429.0,Noel Fisher,Battle Los Angeles ,154955,4001,Ramon Rodriguez,0.0,800.0,English,USA,PG-13,70000000.0,2011.0,697.0,5.8,25000,PG-13,0,0,0,1,0,5.0
602,235.0,125.0,13000.0,883.0,Alison Lohman,12000.0,66257002.0,Steve Buscemi,Big Fish ,350698,16138,Albert Finney,0.0,816.0,English,USA,PG-13,70000000.0,2003.0,1000.0,8.0,26000,PG-13,0,0,0,1,0,13.0
604,388.0,146.0,14000.0,979.0,Benedict Cumberbatch,25000.0,79883359.0,Jeremy Irvine,War Horse ,116159,46726,Eddie Marsan,1.0,488.0,English,USA,PG-13,66000000.0,2011.0,19000.0,7.2,28000,PG-13,0,0,0,1,0,5.0
605,371.0,118.0,0.0,559.0,Matt Damon,13000.0,78031620.0,Bill Murray,The Monuments Men ,102248,27674,Bob Balaban,7.0,403.0,English,USA,PG-13,70000000.0,2014.0,13000.0,6.1,34000,PG-13,0,0,0,1,0,2.0
607,297.0,136.0,0.0,17.0,Austin Pendleton,903.0,52474616.0,Frank Langella,Wall Street: Money Never Sleeps ,84118,1579,John Buffalo Mailer,2.0,245.0,English,USA,PG-13,70000000.0,2010.0,592.0,6.3,13000,PG-13,0,0,0,1,0,6.0
608,261.0,92.0,28.0,423.0,Sarah Gadon,3000.0,55942830.0,Dominic Cooper,Dracula Untold ,138582,5178,Zach McGowan,1.0,423.0,English,USA,PG-13,70000000.0,2014.0,692.0,6.3,37000,PG-13,0,0,0,1,0,2.0
609,120.0,116.0,380.0,774.0,Bruce Willis,18000.0,40932372.0,Denzel Washington,The Siege ,58023,32563,Mark Valley,0.0,281.0,English,USA,R,70000000.0,1998.0,13000.0,6.3,0,R,0,0,0,0,1,18.0
611,76.0,136.0,218.0,400.0,Mako,11000.0,37901509.0,Brad Pitt,Seven Years in Tibet ,96385,12226,Victor Wong,1.0,119.0,English,USA,PG-13,70000000.0,1997.0,691.0,7.0,0,PG-13,0,0,0,1,0,19.0
612,185.0,111.0,2000.0,244.0,Clint Howard,17000.0,48430355.0,Channing Tatum,The Dilemma ,43709,18510,Chelcie Ross,2.0,141.0,English,USA,PG-13,70000000.0,2011.0,1000.0,5.3,0,PG-13,0,0,0,1,0,5.0
613,128.0,116.0,541.0,384.0,Brooke Smith,12000.0,30157016.0,Anthony Hopkins,Bad Company ,39659,12993,Garcelle Beauvais,2.0,189.0,English,USA,PG-13,70000000.0,2002.0,405.0,5.6,792,PG-13,0,0,0,1,0,14.0
615,105.0,97.0,84.0,150.0,Phill Lewis,989.0,33105600.0,Gary Cole,I Spy ,41663,1576,Tate Taylor,1.0,141.0,English,USA,PG-13,70000000.0,2002.0,229.0,5.4,531,PG-13,0,0,0,1,0,14.0
616,242.0,88.0,24.0,324.0,Stephen Rea,5000.0,62321039.0,Theo James,Underworld: Awakening ,117096,5861,Sandrine Holt,1.0,271.0,English,USA,R,70000000.0,2012.0,327.0,6.4,24000,R,0,0,0,0,1,4.0
617,360.0,136.0,163.0,66.0,Shane Hartline,394.0,38509342.0,James Martin Kelly,Rock of Ages ,61995,712,Celina Beach,7.0,356.0,English,USA,PG-13,75000000.0,2012.0,217.0,5.9,33000,PG-13,0,0,0,1,0,4.0
618,112.0,125.0,40.0,407.0,Cole Hauser,13000.0,19076815.0,Bruce Willis,Hart's War ,43651,15916,Rory Cochrane,0.0,196.0,English,USA,R,60000000.0,2002.0,787.0,6.3,997,R,0,0,0,0,1,14.0
620,151.0,98.0,323.0,390.0,Chris Klein,1000.0,18990542.0,LL Cool J,Rollerball ,22264,2763,Andrew Bryniarski,3.0,289.0,English,USA,R,70000000.0,2002.0,841.0,3.0,584,R,0,0,0,0,1,14.0
621,92.0,91.0,8.0,298.0,Sandrine Holt,349.0,14294842.0,Talisa Soto,Ballistic: Ecks vs. Sever ,16761,1846,Gregg Henry,1.0,277.0,English,USA,R,70000000.0,2002.0,324.0,3.6,391,R,0,0,0,0,1,14.0
